1,1,361.2,41.2,22.0,20.1,0.8100000023841858,-1,-1,-1
1,2,397.4,264.3,26.7,25.9,0.7900000214576721,-1,-1,-1
1,3,571.4,120.1,27.3,26.4,0.7900000214576721,-1,-1,-1
1,4,408.6,50.8,23.1,21.2,0.7799999713897705,-1,-1,-1
1,5,477.4,89.6,21.1,23.7,0.7799999713897705,-1,-1,-1
1,6,458.1,48.2,27.7,28.8,0.7799999713897705,-1,-1,-1
1,7,555.1,83.0,20.0,21.3,0.7699999809265137,-1,-1,-1
1,8,601.4,30.4,21.4,21.8,0.7699999809265137,-1,-1,-1
1,9,392.3,136.1,20.7,23.1,0.7699999809265137,-1,-1,-1
1,10,328.8,0.0,28.1,19.6,0.75,-1,-1,-1
1,11,447.8,266.4,19.7,20.0,0.7400000095367432,-1,-1,-1
1,12,21.7,351.3,22.1,21.9,0.7400000095367432,-1,-1,-1
1,13,274.0,236.8,28.4,27.0,0.7400000095367432,-1,-1,-1
1,14,90.3,333.6,22.0,21.8,0.7400000095367432,-1,-1,-1
1,15,548.9,356.1,19.7,21.5,0.7400000095367432,-1,-1,-1
1,16,201.4,444.8,20.8,21.1,0.7200000286102295,-1,-1,-1
1,17,454.0,210.5,22.3,22.1,0.7200000286102295,-1,-1,-1
1,18,75.6,105.7,20.1,20.5,0.7200000286102295,-1,-1,-1
1,19,47.3,411.8,23.3,23.5,0.7200000286102295,-1,-1,-1
1,20,157.2,418.1,25.1,26.6,0.7200000286102295,-1,-1,-1
1,21,341.3,283.0,21.4,18.7,0.7099999785423279,-1,-1,-1
1,22,479.6,112.6,20.6,19.8,0.7099999785423279,-1,-1,-1
1,23,279.8,446.4,23.2,22.8,0.7099999785423279,-1,-1,-1
1,24,29.2,133.1,17.6,19.5,0.7099999785423279,-1,-1,-1
1,25,26.6,420.7,24.6,22.7,0.699999988079071,-1,-1,-1
2,1,361.3,41.3,21.9,20.0,0.8100000023841858,-1,-1,-1
2,2,397.6,264.5,26.5,25.7,0.7799999713897705,-1,-1,-1
2,3,571.6,120.1,27.0,26.0,0.7799999713897705,-1,-1,-1
2,4,408.7,50.9,23.2,21.3,0.7699999809265137,-1,-1,-1
2,5,478.9,91.1,19.3,21.7,0.7799999713897705,-1,-1,-1
2,6,458.2,48.3,27.5,28.6,0.7799999713897705,-1,-1,-1
2,7,555.3,85.0,18.8,20.1,0.75,-1,-1,-1
2,8,601.6,30.6,21.0,21.4,0.7799999713897705,-1,-1,-1
2,9,392.3,136.1,20.6,23.0,0.7699999809265137,-1,-1,-1
2,10,328.8,0.0,28.0,19.5,0.7599999904632568,-1,-1,-1
2,11,448.1,268.0,19.4,19.7,0.699999988079071,-1,-1,-1
2,12,20.7,348.7,22.1,21.9,0.6200000047683716,-1,-1,-1
2,13,272.7,238.1,26.3,24.9,0.6600000262260437,-1,-1,-1
2,14,92.8,334.5,21.6,21.4,0.699999988079071,-1,-1,-1
2,15,548.9,356.2,19.6,21.3,0.7300000190734863,-1,-1,-1
2,16,201.5,444.8,20.6,20.9,0.7200000286102295,-1,-1,-1
2,17,451.8,210.7,21.3,21.1,0.6800000071525574,-1,-1,-1
2,18,75.6,105.5,20.4,20.8,0.7200000286102295,-1,-1,-1
2,19,49.2,410.9,21.6,21.7,0.7300000190734863,-1,-1,-1
2,20,157.3,418.1,25.0,26.5,0.7200000286102295,-1,-1,-1
2,21,344.6,282.1,20.2,17.7,0.6800000071525574,-1,-1,-1
2,22,478.6,112.8,20.7,19.9,0.7300000190734863,-1,-1,-1
2,23,279.5,445.8,23.1,22.7,0.7099999785423279,-1,-1,-1
2,24,29.3,132.9,17.5,19.3,0.6700000166893005,-1,-1,-1
2,25,27.1,420.9,23.7,21.9,0.6899999976158142,-1,-1,-1
3,1,361.2,41.0,22.2,20.2,0.8100000023841858,-1,-1,-1
3,2,397.4,264.3,26.7,26.0,0.7900000214576721,-1,-1,-1
3,3,571.0,119.7,27.9,26.9,0.7900000214576721,-1,-1,-1
3,4,408.2,50.3,23.9,22.0,0.7900000214576721,-1,-1,-1
3,5,480.9,91.2,18.2,20.4,0.7400000095367432,-1,-1,-1
3,6,457.7,48.3,27.9,29.0,0.7799999713897705,-1,-1,-1
3,7,555.0,84.4,21.6,23.1,0.7300000190734863,-1,-1,-1
3,8,601.4,30.4,21.5,21.9,0.7699999809265137,-1,-1,-1
3,9,392.2,135.8,20.9,23.4,0.7599999904632568,-1,-1,-1
3,10,328.9,0.0,27.8,19.4,0.7400000095367432,-1,-1,-1
3,11,446.2,270.0,20.4,20.7,0.6700000166893005,-1,-1,-1
3,12,21.3,346.6,22.2,22.0,0.6899999976158142,-1,-1,-1
3,13,271.9,237.1,27.4,26.0,0.6200000047683716,-1,-1,-1
3,14,94.3,333.3,21.6,21.4,0.6800000071525574,-1,-1,-1
3,15,548.8,356.1,19.8,21.6,0.7400000095367432,-1,-1,-1
3,16,201.4,444.7,20.9,21.2,0.7200000286102295,-1,-1,-1
3,17,449.6,210.4,22.2,22.0,0.7099999785423279,-1,-1,-1
3,18,76.0,105.7,19.9,20.3,0.699999988079071,-1,-1,-1
3,19,49.2,409.8,20.5,20.6,0.7300000190734863,-1,-1,-1
3,20,157.3,418.1,25.0,26.5,0.7099999785423279,-1,-1,-1
3,21,346.3,283.2,21.7,19.0,0.7400000095367432,-1,-1,-1
3,22,477.8,112.4,21.6,20.8,0.75,-1,-1,-1
3,23,278.4,443.9,25.1,24.8,0.7300000190734863,-1,-1,-1
3,24,28.8,131.6,19.1,21.1,0.7099999785423279,-1,-1,-1
3,25,27.2,420.6,24.4,22.6,0.6499999761581421,-1,-1,-1
3,26,143.3,53.2,24.3,24.0,0.7699999809265137,-1,-1,-1
3,27,545.3,236.2,21.5,19.9,0.699999988079071,-1,-1,-1
3,28,305.7,38.7,19.6,18.9,0.6499999761581421,-1,-1,-1
4,1,360.9,40.5,22.8,20.8,0.8199999928474426,-1,-1,-1
4,2,397.3,264.2,26.8,26.0,0.7799999713897705,-1,-1,-1
4,3,570.7,119.2,28.2,27.3,0.800000011920929,-1,-1,-1
4,4,408.1,50.3,24.6,22.6,0.8100000023841858,-1,-1,-1
4,5,480.8,89.6,19.2,21.5,0.7799999713897705,-1,-1,-1
4,6,457.6,48.1,27.8,29.0,0.7699999809265137,-1,-1,-1
4,7,555.6,84.9,21.4,22.9,0.7400000095367432,-1,-1,-1
4,8,601.1,30.1,21.9,22.3,0.7799999713897705,-1,-1,-1
4,9,392.2,135.8,20.7,23.1,0.7599999904632568,-1,-1,-1
4,10,328.6,0.0,28.2,19.6,0.7699999809265137,-1,-1,-1
4,11,446.7,271.2,20.4,20.7,0.7300000190734863,-1,-1,-1
4,12,21.6,344.9,22.1,21.9,0.7400000095367432,-1,-1,-1
4,13,272.9,235.8,28.8,27.3,0.699999988079071,-1,-1,-1
4,14,94.5,331.3,22.2,21.9,0.6899999976158142,-1,-1,-1
4,15,548.9,356.2,19.7,21.5,0.7300000190734863,-1,-1,-1
4,16,201.2,444.6,21.0,21.4,0.7200000286102295,-1,-1,-1
4,17,447.9,209.5,21.9,21.6,0.7200000286102295,-1,-1,-1
4,18,76.8,106.4,18.9,19.3,0.7200000286102295,-1,-1,-1
4,19,49.8,408.7,20.5,20.5,0.7200000286102295,-1,-1,-1
4,20,157.4,418.1,25.0,26.5,0.7300000190734863,-1,-1,-1
4,21,348.3,287.0,22.0,19.3,0.6700000166893005,-1,-1,-1
4,22,477.5,112.3,22.2,21.4,0.7599999904632568,-1,-1,-1
4,23,278.4,442.6,25.6,25.3,0.7200000286102295,-1,-1,-1
4,24,28.3,132.1,19.4,21.5,0.7300000190734863,-1,-1,-1
4,25,27.3,420.4,24.1,22.3,0.6399999856948853,-1,-1,-1
4,26,147.8,56.0,23.4,23.1,0.75,-1,-1,-1
4,27,541.8,236.1,24.1,22.3,0.6800000071525574,-1,-1,-1
4,28,305.9,38.7,19.1,18.3,0.6600000262260437,-1,-1,-1
4,29,55.3,88.1,21.9,23.4,0.75,-1,-1,-1
4,30,36.7,107.2,19.3,20.7,0.699999988079071,-1,-1,-1
4,31,110.5,58.7,21.6,21.4,0.6800000071525574,-1,-1,-1
5,1,360.5,40.2,23.3,21.2,0.8199999928474426,-1,-1,-1
5,2,397.4,264.1,26.7,26.0,0.7699999809265137,-1,-1,-1
5,3,570.5,118.7,28.3,27.4,0.7900000214576721,-1,-1,-1
5,4,407.8,50.0,25.3,23.3,0.8100000023841858,-1,-1,-1
5,5,480.0,87.9,18.0,20.1,0.7099999785423279,-1,-1,-1
5,6,456.8,47.6,28.5,29.7,0.7799999713897705,-1,-1,-1
5,7,556.1,85.4,20.6,22.0,0.75,-1,-1,-1
5,8,601.1,30.1,21.9,22.3,0.7799999713897705,-1,-1,-1
5,9,391.7,135.4,21.7,24.2,0.7699999809265137,-1,-1,-1
5,10,328.4,0.0,28.2,19.7,0.7699999809265137,-1,-1,-1
5,11,447.7,272.2,20.5,20.7,0.7200000286102295,-1,-1,-1
5,12,19.5,344.4,21.8,21.7,0.7200000286102295,-1,-1,-1
5,13,273.8,236.2,28.4,27.0,0.7200000286102295,-1,-1,-1
5,14,93.4,328.2,22.6,22.3,0.75,-1,-1,-1
5,15,548.9,356.3,19.6,21.4,0.7400000095367432,-1,-1,-1
5,16,201.2,444.5,21.2,21.6,0.7300000190734863,-1,-1,-1
5,17,447.2,210.5,21.9,21.5,0.6800000071525574,-1,-1,-1
5,18,77.2,106.3,19.2,19.5,0.7200000286102295,-1,-1,-1
5,19,49.4,408.3,20.1,20.1,0.6800000071525574,-1,-1,-1
5,20,157.3,418.0,25.1,26.6,0.7300000190734863,-1,-1,-1
5,21,349.4,288.8,21.1,18.6,0.6899999976158142,-1,-1,-1
5,22,477.6,112.2,22.4,21.6,0.75,-1,-1,-1
5,23,279.7,442.1,24.3,24.1,0.7300000190734863,-1,-1,-1
5,24,27.8,132.8,20.1,22.3,0.7599999904632568,-1,-1,-1
5,25,27.5,420.4,23.7,21.9,0.6200000047683716,-1,-1,-1
5,26,152.3,59.4,24.1,23.8,0.7200000286102295,-1,-1,-1
5,27,540.1,236.2,23.2,21.5,0.699999988079071,-1,-1,-1
5,28,305.9,38.2,19.2,18.5,0.7099999785423279,-1,-1,-1
5,29,58.2,89.2,20.8,22.2,0.7799999713897705,-1,-1,-1
5,30,35.9,105.5,20.4,22.0,0.7099999785423279,-1,-1,-1
5,31,110.5,59.2,21.3,21.0,0.5199999809265137,-1,-1,-1
5,32,510.2,346.9,23.7,25.5,0.7400000095367432,-1,-1,-1
5,33,504.3,423.9,23.8,22.7,0.6800000071525574,-1,-1,-1
5,34,265.5,297.2,22.8,21.3,0.6800000071525574,-1,-1,-1
5,35,177.1,158.2,19.8,19.3,0.7099999785423279,-1,-1,-1
6,1,360.5,40.1,23.3,21.3,0.8199999928474426,-1,-1,-1
6,2,397.4,263.7,27.0,26.3,0.7699999809265137,-1,-1,-1
6,3,570.7,119.0,28.0,27.0,0.800000011920929,-1,-1,-1
6,4,407.6,49.6,25.0,23.0,0.800000011920929,-1,-1,-1
6,5,478.7,86.3,18.4,20.6,0.75,-1,-1,-1
6,6,456.0,47.1,29.1,30.3,0.800000011920929,-1,-1,-1
6,7,555.5,85.8,21.0,22.5,0.7599999904632568,-1,-1,-1
6,8,601.2,30.2,21.8,22.3,0.7799999713897705,-1,-1,-1
6,9,391.5,135.3,22.0,24.6,0.7699999809265137,-1,-1,-1
6,10,328.4,0.0,28.2,19.6,0.7699999809265137,-1,-1,-1
6,11,448.9,273.2,19.9,20.1,0.7200000286102295,-1,-1,-1
6,12,16.3,345.1,20.8,20.6,0.699999988079071,-1,-1,-1
6,13,273.6,238.1,26.7,25.4,0.550000011920929,-1,-1,-1
6,14,91.5,326.0,21.4,21.2,0.699999988079071,-1,-1,-1
6,15,548.9,356.3,19.7,21.5,0.7400000095367432,-1,-1,-1
6,16,201.2,444.5,21.2,21.6,0.7200000286102295,-1,-1,-1
6,17,446.9,212.0,22.9,22.5,0.7099999785423279,-1,-1,-1
6,18,77.4,106.3,19.1,19.4,0.7099999785423279,-1,-1,-1
6,19,46.4,407.4,18.9,18.9,0.6299999952316284,-1,-1,-1
6,20,157.2,418.0,25.2,26.7,0.6899999976158142,-1,-1,-1
6,21,347.7,288.5,22.1,19.5,0.6700000166893005,-1,-1,-1
6,22,477.7,111.8,22.8,22.0,0.7599999904632568,-1,-1,-1
6,23,280.5,441.5,23.4,23.3,0.7200000286102295,-1,-1,-1
6,24,27.3,133.6,20.6,22.9,0.7599999904632568,-1,-1,-1
6,25,27.6,420.5,24.0,22.2,0.6100000143051147,-1,-1,-1
6,26,154.7,64.5,22.6,22.3,0.7699999809265137,-1,-1,-1
6,27,538.9,235.4,23.2,21.6,0.7200000286102295,-1,-1,-1
6,28,306.3,38.4,18.4,17.7,0.6399999856948853,-1,-1,-1
6,29,59.9,89.6,20.7,22.0,0.7599999904632568,-1,-1,-1
6,30,35.6,105.2,20.3,21.8,0.7400000095367432,-1,-1,-1
6,31,110.2,58.5,22.0,21.7,0.5600000023841858,-1,-1,-1
6,32,509.9,346.4,24.4,26.3,0.6200000047683716,-1,-1,-1
6,33,504.0,424.0,23.4,22.3,0.6700000166893005,-1,-1,-1
6,34,265.8,297.6,22.3,20.8,0.7200000286102295,-1,-1,-1
6,35,177.0,158.1,19.8,19.3,0.7099999785423279,-1,-1,-1
6,36,226.1,363.5,21.5,21.6,0.7400000095367432,-1,-1,-1
7,1,360.4,39.8,23.5,21.5,0.8199999928474426,-1,-1,-1
7,2,397.4,263.7,27.0,26.2,0.7699999809265137,-1,-1,-1
7,3,571.0,119.5,27.7,26.7,0.800000011920929,-1,-1,-1
7,4,407.8,49.6,24.9,23.0,0.7900000214576721,-1,-1,-1
7,5,478.3,85.4,18.6,20.7,0.7599999904632568,-1,-1,-1
7,6,455.9,46.4,29.3,30.5,0.7900000214576721,-1,-1,-1
7,7,555.2,86.2,21.3,22.7,0.7799999713897705,-1,-1,-1
7,8,601.3,30.4,21.6,22.0,0.7699999809265137,-1,-1,-1
7,9,391.3,135.2,22.2,24.8,0.7599999904632568,-1,-1,-1
7,10,328.5,0.0,28.2,19.6,0.7599999904632568,-1,-1,-1
7,11,449.2,273.6,20.8,21.0,0.7300000190734863,-1,-1,-1
7,12,12.7,343.2,22.5,22.4,0.7400000095367432,-1,-1,-1
7,13,274.0,239.8,25.1,23.8,0.5400000214576721,-1,-1,-1
7,14,89.9,324.4,21.5,21.4,0.7099999785423279,-1,-1,-1
7,15,549.0,356.4,19.4,21.2,0.7400000095367432,-1,-1,-1
7,16,201.2,444.4,21.3,21.7,0.7200000286102295,-1,-1,-1
7,17,447.7,213.9,23.3,23.0,0.6899999976158142,-1,-1,-1
7,18,77.4,106.3,19.2,19.5,0.699999988079071,-1,-1,-1
7,19,43.3,407.2,19.0,18.9,0.6499999761581421,-1,-1,-1
7,20,157.2,418.7,24.5,25.9,0.6899999976158142,-1,-1,-1
7,21,346.6,290.4,21.5,19.0,0.699999988079071,-1,-1,-1
7,22,477.7,111.6,22.9,22.2,0.7599999904632568,-1,-1,-1
7,23,281.8,441.3,22.8,22.7,0.6899999976158142,-1,-1,-1
7,24,27.0,133.7,20.5,22.7,0.7599999904632568,-1,-1,-1
7,25,27.4,420.6,24.4,22.6,0.6299999952316284,-1,-1,-1
7,26,156.3,66.3,22.7,22.5,0.75,-1,-1,-1
7,27,538.3,233.8,21.7,20.1,0.7400000095367432,-1,-1,-1
7,28,305.6,37.5,17.6,17.0,0.550000011920929,-1,-1,-1
7,29,59.8,89.5,21.2,22.5,0.7599999904632568,-1,-1,-1
7,30,35.0,104.6,20.4,21.9,0.75,-1,-1,-1
7,31,109.6,57.5,23.4,23.1,0.7099999785423279,-1,-1,-1
7,32,510.2,346.7,23.9,25.7,0.550000011920929,-1,-1,-1
7,33,503.6,424.1,23.2,22.1,0.699999988079071,-1,-1,-1
7,34,266.0,297.9,22.1,20.6,0.7200000286102295,-1,-1,-1
7,35,176.8,157.7,20.3,19.8,0.7200000286102295,-1,-1,-1
7,36,225.3,364.0,21.6,21.6,0.699999988079071,-1,-1,-1
8,1,360.2,39.8,23.7,21.7,0.8199999928474426,-1,-1,-1
8,2,397.4,263.8,26.8,26.1,0.7599999904632568,-1,-1,-1
8,3,571.4,119.7,27.1,26.2,0.8199999928474426,-1,-1,-1
8,4,407.8,49.8,24.8,22.9,0.800000011920929,-1,-1,-1
8,5,478.0,85.5,19.0,21.1,0.75,-1,-1,-1
8,6,456.4,46.4,28.7,29.9,0.7799999713897705,-1,-1,-1
8,7,555.5,87.6,20.1,21.4,0.7900000214576721,-1,-1,-1
8,8,601.2,30.4,21.7,22.2,0.7699999809265137,-1,-1,-1
8,9,391.1,135.0,22.5,25.1,0.7699999809265137,-1,-1,-1
8,10,328.7,0.0,28.1,19.5,0.75,-1,-1,-1
